Área,Dia da Semana,Data da Ocorência,Logradouro,Endereço,Bairro,Cidade,Hora (valor inteiro),Hora da Chamada,Tipo de Ocorrência
1º BPM,sexta-feira,01/01/21,"RUA  JARDIM BOA ESPERANÇA  , PONTA GROSSA , MACEIÓ",RUA  JARDIM BOA ESPERANÇA ,PONTA GROSSA,MACEIÓ,13,13:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA TEOTONIO VILELA  , POÇO , MACEIÓ",RUA TEOTONIO VILELA ,POÇO,MACEIÓ,13,13:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"QUADRA 15   , VERGEL DO LAGO , MACEIÓ",QUADRA 15  ,VERGEL DO LAGO,MACEIÓ,13,13:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA XAVIER DE BRITO   , PRADO , MACEIÓ",RUA XAVIER DE BRITO  ,PRADO,MACEIÓ,13,13:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSÉ  , PONTA GROSSA , MACEIÓ",RUA SÃO JOSÉ ,PONTA GROSSA,MACEIÓ,13,13:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA XAVIER DE BRITO   , PRADO , MACEIÓ",RUA XAVIER DE BRITO  ,PRADO,MACEIÓ,14,14:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA POETA LORIVAL PASSOS  , POÇO , MACEIÓ",RUA POETA LORIVAL PASSOS ,POÇO,MACEIÓ,14,14:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA VEREADOR ANTONIO CAVALCANTE LINS  , MANGABEIRAS , MACEIÓ",RUA VEREADOR ANTONIO CAVALCANTE LINS ,MANGABEIRAS,MACEIÓ,14,14:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA CORONEL SENA MARANHÃO 300 , VERGEL DO LAGO , MACEIÓ",RUA CORONEL SENA MARANHÃO 300,VERGEL DO LAGO,MACEIÓ,14,14:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"QD.: D2  , TRAPICHE DA BARRA , MACEIÓ",QD.: D2 ,TRAPICHE DA BARRA,MACEIÓ,14,14:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SAO FRANCISCO DE ASSIS  , JATIÚCA , MACEIÓ",RUA SAO FRANCISCO DE ASSIS ,JATIÚCA,MACEIÓ,14,14:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA PADRE SILVESTRE VEDREGOOR  , TRAPICHE DA BARRA , MACEIÓ",RUA PADRE SILVESTRE VEDREGOOR ,TRAPICHE DA BARRA,MACEIÓ,14,14:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA MIGUEL OMENA 191 , PRADO , MACEIÓ",RUA MIGUEL OMENA 191,PRADO,MACEIÓ,14,14:55,ROUBO
1º BPM,sexta-feira,01/01/21,"RUA ANTONIO AGUIAR  , PONTA DA TERRA , MACEIÓ",RUA ANTONIO AGUIAR ,PONTA DA TERRA,MACEIÓ,15,15:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA TIRADENTES  , PONTA GROSSA , MACEIÓ",RUA TIRADENTES ,PONTA GROSSA,MACEIÓ,15,15:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSÉ  , JATIÚCA , MACEIÓ",RUA SÃO JOSÉ ,JATIÚCA,MACEIÓ,15,15:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"Q;D2   , TRAPICHE DA BARRA , MACEIÓ",Q;D2  ,TRAPICHE DA BARRA,MACEIÓ,15,15:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA BALBINO LOPES  , VERGEL DO LAGO , MACEIÓ",RUA BALBINO LOPES ,VERGEL DO LAGO,MACEIÓ,15,15:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA XAVIER DE BRITO   , PRADO , MACEIÓ",RUA XAVIER DE BRITO  ,PRADO,MACEIÓ,15,15:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA GETULIO CORREIA LIMA 154 , VERGEL DO LAGO , MACEIÓ",RUA GETULIO CORREIA LIMA 154,VERGEL DO LAGO,MACEIÓ,15,15:37,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,01/01/21,"AV. C  , VERGEL DO LAGO , MACEIÓ",AV. C ,VERGEL DO LAGO,MACEIÓ,15,15:45,AMEAÇA
1º BPM,sexta-feira,01/01/21,"QUADRA D2/ MULTIRÃO 3  , TRAPICHE DA BARRA , MACEIÓ",QUADRA D2/ MULTIRÃO 3 ,TRAPICHE DA BARRA,MACEIÓ,15,15:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA DULCE DANTAS LOUREIRO 71 , JATIÚCA , MACEIÓ",RUA DULCE DANTAS LOUREIRO 71,JATIÚCA,MACEIÓ,16,16:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA JOAO ULISSES MARQUES  , PRADO , MACEIÓ",RUA JOAO ULISSES MARQUES ,PRADO,MACEIÓ,16,16:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA DULCE DANTAS LOUREIRO  , POÇO , MACEIÓ",RUA DULCE DANTAS LOUREIRO ,POÇO,MACEIÓ,16,16:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"SITIO TRAVESSADA  , ZONA RURAL , MACEIÓ",SITIO TRAVESSADA ,ZONA RURAL,MACEIÓ,16,16:15,LESÃO CORPORAL
1º BPM,sexta-feira,01/01/21,"RUA DOMINGOS LORDSLEEN 320 , PONTA DA TERRA , MACEIÓ",RUA DOMINGOS LORDSLEEN 320,PONTA DA TERRA,MACEIÓ,16,16:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"CONJ. JOAQUIM LEÃO / RUA AUREA CARVALHO   , TRAPICHE DA BARRA , MACEIÓ",CONJ. JOAQUIM LEÃO / RUA AUREA CARVALHO  ,TRAPICHE DA BARRA,MACEIÓ,16,16:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA GETULIO CORREIA DE LIMA  , VERGEL DO LAGO , MACEIÓ",RUA GETULIO CORREIA DE LIMA ,VERGEL DO LAGO,MACEIÓ,16,16:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SANTA MARIA  , VERGEL DO LAGO , MACEIÓ",RUA SANTA MARIA ,VERGEL DO LAGO,MACEIÓ,16,16:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"QD D 02  , TRAPICHE DA BARRA , MACEIÓ",QD D 02 ,TRAPICHE DA BARRA,MACEIÓ,16,16:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"XXXXXXXXXXX  , VERGEL DO LAGO , MACEIÓ",XXXXXXXXXXX ,VERGEL DO LAGO,MACEIÓ,16,16:40,LESÃO CORPORAL
1º BPM,sexta-feira,01/01/21,"RUA AUREA CARVALHO.  , VERGEL DO LAGO , MACEIÓ",RUA AUREA CARVALHO. ,VERGEL DO LAGO,MACEIÓ,16,16:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA CLETO MARQUES LUZ  , LEVADA , MACEIÓ",RUA CLETO MARQUES LUZ ,LEVADA,MACEIÓ,16,16:58,DISPARO DE ARMA DE FOGO
1º BPM,sexta-feira,01/01/21,"RUA ALMITO DE BARROS COUTINHO   , JATIÚCA , MACEIÓ",RUA ALMITO DE BARROS COUTINHO  ,JATIÚCA,MACEIÓ,17,17:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA EUZIRA AGUIAR   , PAJUÇARA , MACEIÓ",RUA EUZIRA AGUIAR  ,PAJUÇARA,MACEIÓ,17,17:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA AMILTON DE BARROS SOLTINHO  , JATIÚCA , MACEIÓ",RUA AMILTON DE BARROS SOLTINHO ,JATIÚCA,MACEIÓ,17,17:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AVENIDA DONA CONSTANÇA   , JATIÚCA , MACEIÓ",AVENIDA DONA CONSTANÇA  ,JATIÚCA,MACEIÓ,17,17:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA ANTÔNIO AGUIAR  , PONTA DA TERRA , MACEIÓ",RUA ANTÔNIO AGUIAR ,PONTA DA TERRA,MACEIÓ,17,17:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA DOTOR BEZERRA DE MENEZES  , POÇO , MACEIÓ",RUA DOTOR BEZERRA DE MENEZES ,POÇO,MACEIÓ,17,17:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA AUREA CARVALHO  , VERGEL DO LAGO , MACEIÓ",RUA AUREA CARVALHO ,VERGEL DO LAGO,MACEIÓ,17,17:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AV. ASSIS CHATEUBRIAND  , TRAPICHE DA BARRA , MACEIÓ",AV. ASSIS CHATEUBRIAND ,TRAPICHE DA BARRA,MACEIÓ,17,17:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA ASSIS CHATEAUBRIAND  , TRAPICHE DA BARRA , MACEIÓ",RUA ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,MACEIÓ,17,17:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA CANADA 40 , JACINTINHO , MACEIÓ",RUA CANADA 40,JACINTINHO,MACEIÓ,17,17:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AVENIDA 26 DE ABRIL  , POÇO , MACEIÓ",AVENIDA 26 DE ABRIL ,POÇO,MACEIÓ,18,18:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AVENIDA  ASSIS CHATEAUBRIAND/ VILA DOS PESCADORES   , TRAPICHE DA BARRA , MACEIÓ",AVENIDA  ASSIS CHATEAUBRIAND/ VILA DOS PESCADORES  ,TRAPICHE DA BARRA,MACEIÓ,18,18:05,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA AMILTON DE BARROS SOLTINHO  , JATIÚCA , MACEIÓ",RUA AMILTON DE BARROS SOLTINHO ,JATIÚCA,MACEIÓ,18,18:09,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA D QD 1  , TRAPICHE DA BARRA , MACEIÓ",RUA D QD 1 ,TRAPICHE DA BARRA,MACEIÓ,18,18:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSÉ  , LEVADA , MACEIÓ",RUA SÃO JOSÉ ,LEVADA,MACEIÓ,18,18:17,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA ALCIDES RAMOS LIMA  , JACINTINHO , MACEIÓ",RUA ALCIDES RAMOS LIMA ,JACINTINHO,MACEIÓ,18,18:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSE  , PONTA GROSSA , MACEIÓ",RUA SÃO JOSE ,PONTA GROSSA,MACEIÓ,18,18:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA MANOEL FORTES FONTAM 21 , MANGABEIRAS , MACEIÓ",RUA MANOEL FORTES FONTAM 21,MANGABEIRAS,MACEIÓ,18,18:32,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA ANGELO MARTINS 16 , JATIÚCA , MACEIÓ",RUA ANGELO MARTINS 16,JATIÚCA,MACEIÓ,18,18:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA BOM SUCESSO  , VERGEL DO LAGO , MACEIÓ",RUA BOM SUCESSO ,VERGEL DO LAGO,MACEIÓ,18,18:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA BOA VIAGEM 22 , TRAPICHE DA BARRA , MACEIÓ",RUA BOA VIAGEM 22,TRAPICHE DA BARRA,MACEIÓ,18,18:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"QUADRA 24  , VERGEL DO LAGO , MACEIÓ",QUADRA 24 ,VERGEL DO LAGO,MACEIÓ,18,18:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA D, QUADRA: 2  , TRAPICHE DA BARRA , MACEIÓ","RUA D, QUADRA: 2 ",TRAPICHE DA BARRA,MACEIÓ,18,18:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA AUREA CARVALHO, QD 21.  , VERGEL DO LAGO , MACEIÓ","RUA AUREA CARVALHO, QD 21. ",VERGEL DO LAGO,MACEIÓ,18,18:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSÉ  , LEVADA , MACEIÓ",RUA SÃO JOSÉ ,LEVADA,MACEIÓ,18,18:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA DO CARTORIO   , PONTA GROSSA , MACEIÓ",RUA DO CARTORIO  ,PONTA GROSSA,MACEIÓ,18,18:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA TIRADENTES  , PONTA GROSSA , MACEIÓ",RUA TIRADENTES ,PONTA GROSSA,MACEIÓ,18,18:58,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA MARANHÃO 140 , PRADO , MACEIÓ",RUA MARANHÃO 140,PRADO,MACEIÓ,19,19:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"QD 21  , VERGEL DO LAGO , MACEIÓ",QD 21 ,VERGEL DO LAGO,MACEIÓ,19,19:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA TIRADENTES  , PONTA GROSSA , MACEIÓ",RUA TIRADENTES ,PONTA GROSSA,MACEIÓ,19,19:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA FELIX BANDEIRA  , PONTA GROSSA , MACEIÓ",RUA FELIX BANDEIRA ,PONTA GROSSA,MACEIÓ,19,19:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA TIRADENTES  , PONTA GROSSA , MACEIÓ",RUA TIRADENTES ,PONTA GROSSA,MACEIÓ,19,19:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AV. CORONEL ADALTO GOMES BARBOSA. 1049 , POÇO , MACEIÓ",AV. CORONEL ADALTO GOMES BARBOSA. 1049,POÇO,MACEIÓ,19,19:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA FELIX BANDEIRA   , VERGEL DO LAGO , MACEIÓ",RUA FELIX BANDEIRA  ,VERGEL DO LAGO,MACEIÓ,19,19:31,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"QD:21  , VERGEL DO LAGO , MACEIÓ",QD:21 ,VERGEL DO LAGO,MACEIÓ,19,19:46,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA POETA LORIVAL PASSOS 62  , JATIÚCA , MACEIÓ",RUA POETA LORIVAL PASSOS 62 ,JATIÚCA,MACEIÓ,19,19:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AV. SENADOR RUI PALMEIRA. / VILA TENORIO.  , LEVADA , MACEIÓ",AV. SENADOR RUI PALMEIRA. / VILA TENORIO. ,LEVADA,MACEIÓ,19,19:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSÉ  , LEVADA , MACEIÓ",RUA SÃO JOSÉ ,LEVADA,MACEIÓ,20,20:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SANTA IZABEL  , VERGEL DO LAGO , MACEIÓ",RUA SANTA IZABEL ,VERGEL DO LAGO,MACEIÓ,20,20:31,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA SANTA ISABEL  , VERGEL DO LAGO , MACEIÓ",RUA SANTA ISABEL ,VERGEL DO LAGO,MACEIÓ,20,20:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA FORMOSA  , PONTA GROSSA , MACEIÓ",RUA FORMOSA ,PONTA GROSSA,MACEIÓ,20,20:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA BOM SUCESSO  , VERGEL DO LAGO , MACEIÓ",RUA BOM SUCESSO ,VERGEL DO LAGO,MACEIÓ,20,20:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"CONJUNTO DOS PESCADORES QUADRA B 73 , PONTA GROSSA , MACEIÓ",CONJUNTO DOS PESCADORES QUADRA B 73,PONTA GROSSA,MACEIÓ,21,21:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"AVENIDA ANTONIO GOUVEIA  , PAJUÇARA , MACEIÓ",AVENIDA ANTONIO GOUVEIA ,PAJUÇARA,MACEIÓ,21,21:21,AMEAÇA
1º BPM,sexta-feira,01/01/21,"RUA UBIRAJARA  184 , POÇO , MACEIÓ",RUA UBIRAJARA  184,POÇO,MACEIÓ,21,21:30,LESÃO CORPORAL
1º BPM,sexta-feira,01/01/21,"RUA MARGARIDA PINHEIRO GOMES   , CENTRO , MACEIÓ",RUA MARGARIDA PINHEIRO GOMES  ,CENTRO,MACEIÓ,21,21:30,ESTUPRO
1º BPM,sexta-feira,01/01/21,"RUA SAO JOSE   , PONTA GROSSA , MACEIÓ",RUA SAO JOSE  ,PONTA GROSSA,MACEIÓ,21,21:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SÃO JOSÉ  , LEVADA , MACEIÓ",RUA SÃO JOSÉ ,LEVADA,MACEIÓ,21,21:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA SANTA IZABEL  , VERGEL DO LAGO , MACEIÓ",RUA SANTA IZABEL ,VERGEL DO LAGO,MACEIÓ,22,22:00,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUAQ SANTA ROSA  , VERGEL DO LAGO , MACEIÓ",RUAQ SANTA ROSA ,VERGEL DO LAGO,MACEIÓ,22,22:09,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA SANTA ISABEL  , VERGEL DO LAGO , MACEIÓ",RUA SANTA ISABEL ,VERGEL DO LAGO,MACEIÓ,22,22:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA BOM SUCESSO  , VERGEL DO LAGO , MACEIÓ",RUA BOM SUCESSO ,VERGEL DO LAGO,MACEIÓ,22,22:19,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,01/01/21,"RUA TIRADENTES  , PONTA GROSSA , MACEIÓ",RUA TIRADENTES ,PONTA GROSSA,MACEIÓ,22,22:31,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA BOM SEUCESSO  , VERGEL DO LAGO , MACEIÓ",RUA BOM SEUCESSO ,VERGEL DO LAGO,MACEIÓ,22,22:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"XXXXXXXXX  , TRAPICHE DA BARRA , MACEIÓ",XXXXXXXXX ,TRAPICHE DA BARRA,MACEIÓ,22,22:43,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA NOVA ESPERANÇA.  , VERGEL DO LAGO , MACEIÓ",RUA NOVA ESPERANÇA. ,VERGEL DO LAGO,MACEIÓ,23,23:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"LADEIRA DA CATEDRAL  , FAROL , MACEIÓ",LADEIRA DA CATEDRAL ,FAROL,MACEIÓ,23,23:01,TENTATIVA DE FURTO
1º BPM,sexta-feira,01/01/21,"3ª TRAV SANTOS JATOBÁ, VILA NOVA ESPERANÇA  , PRADO , MACEIÓ","3ª TRAV SANTOS JATOBÁ, VILA NOVA ESPERANÇA ",PRADO,MACEIÓ,23,23:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,01/01/21,"RUA DDE TRAZ DO JANGADEIROS ALAGOANO  , PAJUÇARA , MACEIÓ",RUA DDE TRAZ DO JANGADEIROS ALAGOANO ,PAJUÇARA,MACEIÓ,23,23:36,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sexta-feira,01/01/21,"RUA BOM SEUCESSO  , VERGEL DO LAGO , MACEIÓ",RUA BOM SEUCESSO ,VERGEL DO LAGO,MACEIÓ,23,23:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"TRAVESSA FRANCO JATOBÁ  , PRADO , MACEIÓ",TRAVESSA FRANCO JATOBÁ ,PRADO,MACEIÓ,0,0:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"RUA ALEXANDRE PASSOS 157 , JARAGUÁ , MACEIÓ",RUA ALEXANDRE PASSOS 157,JARAGUÁ,MACEIÓ,0,0:18,VIOLÊNCIA CONTRA A MULHER
1º BPM,sábado,02/01/21,"RUA BELA VISTA  , LEVADA , MACEIÓ",RUA BELA VISTA ,LEVADA,MACEIÓ,1,1:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"RUA BELA VISTA  , LEVADA , MACEIÓ",RUA BELA VISTA ,LEVADA,MACEIÓ,1,1:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"RUA PRESIDENTE AGOSTINHO DA SILVA NEVES 170  , POÇO , MACEIÓ",RUA PRESIDENTE AGOSTINHO DA SILVA NEVES 170 ,POÇO,MACEIÓ,3,3:19,VIOLAÇÃO DE DOMICILIO
1º BPM,sábado,02/01/21,"TRAV. ASSIS CHATEAUBRIAND  , TRAPICHE DA BARRA , MACEIÓ",TRAV. ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,MACEIÓ,7,7:20,MORTE A ESCLARECER
1º BPM,sábado,02/01/21,"RUA PEDRO PAULINO  , POÇO , MACEIÓ",RUA PEDRO PAULINO ,POÇO,MACEIÓ,7,7:29,HOMICÍDIO
1º BPM,sábado,02/01/21,"RUA ZADIR INDIO   , CENTRO , MACEIÓ",RUA ZADIR INDIO  ,CENTRO,MACEIÓ,8,8:44,AMEAÇA
1º BPM,sábado,02/01/21,"AV. BEIRA MAR  , JARAGUÁ , MACEIÓ",AV. BEIRA MAR ,JARAGUÁ,MACEIÓ,10,10:28,LESÃO CORPORAL
1º BPM,sábado,02/01/21,"RUA MARANHAO  136 , PRADO , MACEIÓ",RUA MARANHAO  136,PRADO,MACEIÓ,11,11:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"TRAVESSA SÃO FELIX 418 , VERGEL DO LAGO , MACEIÓ",TRAVESSA SÃO FELIX 418,VERGEL DO LAGO,MACEIÓ,12,12:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"TRAVESSA SÃO FELIX  417  , VERGEL DO LAGO , MACEIÓ",TRAVESSA SÃO FELIX  417 ,VERGEL DO LAGO,MACEIÓ,13,13:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"RUA SÃO LUIZ   , PONTA GROSSA , MACEIÓ",RUA SÃO LUIZ  ,PONTA GROSSA,MACEIÓ,14,14:04,USUÁRIO DE ENTORPECENTE
1º BPM,sábado,02/01/21,"RUA BOM SUCESSO  , VERGEL DO LAGO , MACEIÓ",RUA BOM SUCESSO ,VERGEL DO LAGO,MACEIÓ,14,14:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"RUA FRANCO JATOBÁ  , PRADO , MACEIÓ",RUA FRANCO JATOBÁ ,PRADO,MACEIÓ,14,14:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,02/01/21,"XXXXXXXXX  , PONTA VERDE , MACEIÓ",XXXXXXXXX ,PONTA VERDE,MACEIÓ,14,14:35,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,02/01/21,"RUA ATRAVESSA SÃO FELIX  418 , VERGEL DO LAGO , MACEIÓ",RUA ATRAVESSA SÃO FELIX  418,VERGEL DO LAGO,MACEIÓ,14,14:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
