,Data da Ocorência,Endereço,Bairro,Hora da Chamada,Tipo de Ocorrência,Localização
170,01/01/21,RUA MARANHÃO 140,PRADO,19:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-29.6924655, -53.8742749"
171,01/01/21,QD 21 ,VERGEL DO LAGO,19:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.63996205, -49.33014273283408"
172,01/01/21,RUA TIRADENTES ,PONTA GROSSA,19:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-17.0615002, -40.5764097"
173,01/01/21,RUA FELIX BANDEIRA ,PONTA GROSSA,19:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.3416429, -48.4275295"
174,01/01/21,RUA TIRADENTES ,PONTA GROSSA,19:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-17.0615002, -40.5764097"
175,01/01/21,AV. CORONEL ADALTO GOMES BARBOSA. 1049,POÇO,19:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
176,01/01/21,RUA FELIX BANDEIRA  ,VERGEL DO LAGO,19:31,PERTURBAÇÃO DA TRANQUILIDADE,"-1.3416429, -48.4275295"
177,01/01/21,QD:21 ,VERGEL DO LAGO,19:46,PERTURBAÇÃO DA TRANQUILIDADE,"-16.63996205, -49.33014273283408"
178,01/01/21,RUA POETA LORIVAL PASSOS 62 ,JATIÚCA,19:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
179,01/01/21,AV. SENADOR RUI PALMEIRA. / VILA TENORIO. ,LEVADA,19:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
180,01/01/21,RUA SÃO JOSÉ ,LEVADA,20:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-13.0282472, -39.5971312"
181,01/01/21,RUA SANTA IZABEL ,VERGEL DO LAGO,20:31,PERTURBAÇÃO DA TRANQUILIDADE,"-23.4756023, -46.5434671"
182,01/01/21,RUA SANTA ISABEL ,VERGEL DO LAGO,20:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.8379393, -38.5796891"
183,01/01/21,RUA FORMOSA ,PONTA GROSSA,20:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-30.0333419, -51.2315187"
184,01/01/21,RUA BOM SUCESSO ,VERGEL DO LAGO,20:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-25.4459211, -49.1072588"
185,01/01/21,CONJUNTO DOS PESCADORES QUADRA B 73,PONTA GROSSA,21:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
186,01/01/21,AVENIDA ANTONIO GOUVEIA ,PAJUÇARA,21:21,AMEAÇA,"-20.0594319, -44.2697472"
187,01/01/21,RUA UBIRAJARA  184,POÇO,21:30,LESÃO CORPORAL,"-22.7498297, -43.452808"
188,01/01/21,RUA MARGARIDA PINHEIRO GOMES  ,CENTRO,21:30,ESTUPRO,"-9.597515, -35.9590436"
189,01/01/21,RUA SAO JOSE  ,PONTA GROSSA,21:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-2.5950293, -44.1969091"
190,01/01/21,RUA SÃO JOSÉ ,LEVADA,21:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-13.0282472, -39.5971312"
191,01/01/21,RUA SANTA IZABEL ,VERGEL DO LAGO,22:00,PERTURBAÇÃO DA TRANQUILIDADE,"-23.4756023, -46.5434671"
192,01/01/21,RUAQ SANTA ROSA ,VERGEL DO LAGO,22:09,PERTURBAÇÃO DA TRANQUILIDADE,
193,01/01/21,RUA SANTA ISABEL ,VERGEL DO LAGO,22:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.8379393, -38.5796891"
194,01/01/21,RUA BOM SUCESSO ,VERGEL DO LAGO,22:19,USUÁRIO DE ENTORPECENTE,"-25.4459211, -49.1072588"
195,01/01/21,RUA TIRADENTES ,PONTA GROSSA,22:31,PERTURBAÇÃO DA TRANQUILIDADE,"-17.0615002, -40.5764097"
196,01/01/21,RUA BOM SEUCESSO ,VERGEL DO LAGO,22:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
197,01/01/21,XXXXXXXXX ,TRAPICHE DA BARRA,22:43,PERTURBAÇÃO DA TRANQUILIDADE,"52.7235866, 0.38260848659914326"
198,01/01/21,RUA NOVA ESPERANÇA. ,VERGEL DO LAGO,23:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.1004501, -34.9909786"
199,01/01/21,LADEIRA DA CATEDRAL ,FAROL,23:01,TENTATIVA DE FURTO,"-9.6646669, -35.7347165"
200,01/01/21,"3ª TRAV SANTOS JATOBÁ, VILA NOVA ESPERANÇA ",PRADO,23:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
201,01/01/21,RUA DDE TRAZ DO JANGADEIROS ALAGOANO ,PAJUÇARA,23:36,PERTURBAÇÃO DA TRANQUILIDADE,
202,01/01/21,RUA BOM SEUCESSO ,VERGEL DO LAGO,23:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
203,02/01/21,TRAVESSA FRANCO JATOBÁ ,PRADO,0:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6667087, -35.7529726"
204,02/01/21,RUA ALEXANDRE PASSOS 157,JARAGUÁ,0:18,VIOLÊNCIA CONTRA A MULHER,"-9.6704758, -35.720866"
205,02/01/21,RUA BELA VISTA ,LEVADA,1:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.23590985, -34.98593376058024"
206,02/01/21,RUA BELA VISTA ,LEVADA,1:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.23590985, -34.98593376058024"
207,02/01/21,RUA PRESIDENTE AGOSTINHO DA SILVA NEVES 170 ,POÇO,3:19,VIOLAÇÃO DE DOMICILIO,"-9.6581756, -35.7164315"
208,02/01/21,TRAV. ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,7:20,MORTE A ESCLARECER,"-16.4526019, -39.0634776"
209,02/01/21,RUA PEDRO PAULINO ,POÇO,7:29,HOMICÍDIO,"-22.9572923, -47.0899711"
210,02/01/21,RUA ZADIR INDIO  ,CENTRO,8:44,AMEAÇA,"-9.6664821, -35.7391865"
211,02/01/21,AV. BEIRA MAR ,JARAGUÁ,10:28,LESÃO CORPORAL,"-30.2786898, -50.2432637"
212,02/01/21,RUA MARANHAO  136,PRADO,11:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-19.85309245, -44.98018232503004"
213,02/01/21,TRAVESSA SÃO FELIX 418,VERGEL DO LAGO,12:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-12.1235675, -38.4368894"
214,02/01/21,TRAVESSA SÃO FELIX  417 ,VERGEL DO LAGO,13:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-12.1235675, -38.4368894"
215,02/01/21,RUA SÃO LUIZ  ,PONTA GROSSA,14:04,USUÁRIO DE ENTORPECENTE,"-24.0400481, -52.6111709"
216,02/01/21,RUA BOM SUCESSO ,VERGEL DO LAGO,14:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-25.4459211, -49.1072588"
217,02/01/21,RUA FRANCO JATOBÁ ,PRADO,14:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6672589, -35.752821"
218,02/01/21,XXXXXXXXX ,PONTA VERDE,14:35,PERTURBAÇÃO DA TRANQUILIDADE,"52.7235866, 0.38260848659914326"
219,02/01/21,RUA ATRAVESSA SÃO FELIX  418,VERGEL DO LAGO,14:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
220,02/01/21,RUA SÃO FRANCISCO DE ASSIS ,JATIÚCA,16:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-12.8709647, -38.3556329"
221,02/01/21,RUA BOA VISTA  ,PAJUÇARA,16:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.8344472, -46.8205187"
222,02/01/21,RUA ANTONIO AGUIAR ,PONTA DA TERRA,16:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-27.0854576, -48.9065605"
223,02/01/21,RUA CRUZEIRO DO SUL Nº390,VERGEL DO LAGO,18:24,AMEAÇA,"2.8315516, -60.7391566"
224,02/01/21,AV. DEPUTADO JOSE LAJES ,PONTA VERDE,18:56,TENTATIVA DE FURTO,
225,02/01/21,CONJ. VILA DOS PESCADORES ,TRAPICHE DA BARRA,19:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
226,02/01/21,X ,JATIÚCA,19:09,AMEAÇA,"-32.0967361, -63.7940923"
227,02/01/21,RUA REGENTE FEIJO ,PONTA DA TERRA,19:15,USUÁRIO DE ENTORPECENTE,"-23.1957321, -47.2858692"
228,02/01/21,RUA CLETO MARQUES LUZ ,LEVADA,19:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6556813, -35.7439475"
229,02/01/21,RUA CRUZEIRO DO SUL 390 A,VERGEL DO LAGO,20:14,AMEAÇA,"-9.9710007, -67.8352259"
230,02/01/21,RUA BUARQUE DE MACEDO ,CENTRO,20:20,ROUBO,"-20.5120921, -54.661904"
231,02/01/21,TRAV. CAMPO VERDE II ,VERGEL DO LAGO,20:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.860862, -38.5008526"
232,02/01/21,QUADRA 6 ,VERGEL DO LAGO,21:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.0219295, -47.87307449729679"
233,02/01/21,AVEN. SILVIO CARLOS VIANA ,PONTA VERDE,21:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
234,02/01/21,TRAV.SAO FELIX 418,VERGEL DO LAGO,22:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-12.1235675, -38.4368894"
235,02/01/21,AV.SONDOVAL ARROCHELAS ,PONTA VERDE,22:37,ROUBO,
236,02/01/21,RUA NOVO HORIZONTE ,VERGEL DO LAGO,23:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-7.0689869, -41.4633073"
237,02/01/21,CONJUNTO RESIDENCIAL SÃO JOSÉ ,VERGEL DO LAGO,23:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.832966149999997, -49.34886632972028"
238,02/01/21,RUA JOSE MARQUES RIBEIRO  165,TRAPICHE DA BARRA,23:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.384746, -46.8625047"
239,02/01/21,QUADRA 27 ,VERGEL DO LAGO,23:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.90676695, -47.762278828786336"
240,02/01/21,TRAV.PARANA 32,POÇO,23:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-13.7695261, -42.7163927"
241,02/01/21,PRAÇA DA FACULDADE ,PRADO,23:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6685513, -35.744914011852046"
242,02/01/21,X 180,LEVADA,23:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-41.337026, -73.0205977"
243,02/01/21,XXXXXXXXXXXXXX ,PRADO,23:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
244,02/01/21,RUA DOUTOR FABI DE CARVALHO ,JATIÚCA,1:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
245,03/01/21,RUA DOUTOR SADI CARVALHO ,JATIÚCA,0:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6517644, -35.707899"
246,03/01/21,RUA FELIX BANDEIRA ,VERGEL DO LAGO,1:18,TENTATIVA DE FURTO,"-1.3416429, -48.4275295"
247,03/01/21,RUA SÃO BENTO ,VERGEL DO LAGO,1:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.2418441, -50.2431849"
248,03/01/21,RUA SANTA MARGARIDA  40,PONTA GROSSA,1:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.7982304, -43.3409797"
249,03/01/21,AV. AMELIA ROSA ,JATIÚCA,1:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6512774, -35.7162934"
250,03/01/21,CONJUNTO CASTELO BRANCO ,JATIÚCA,1:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.9313515, -37.0798675"
251,03/01/21,RUA CORONEL ADALTON BARBOSA  ,POÇO,6:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
252,03/01/21,RUA DIAS CABRAL ,CENTRO,8:47,FURTO,"-9.6670841, -35.7419271"
253,03/01/21,RUA 1º DE MAIO ,LEVADA,8:56,LESÃO CORPORAL,"-29.7136165, -52.5239745"
254,03/01/21,QD. 37 ,VERGEL DO LAGO,12:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.64964375, -49.33640603292805"
255,03/01/21,QUADRA 1 ,VERGEL DO LAGO,12:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02043105, -47.87446885764125"
256,03/01/21,AV. DOUTOR ANTÔNIO GOVEIA 77 77 77,PAJUÇARA,12:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
257,03/01/21,AV. ANTONIO GOUVEIA ,PAJUÇARA,12:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.0594319, -44.2697472"
258,03/01/21,RUA AVENIDA ANTONIO GOUVEIA ,PAJUÇARA,12:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-20.0594319, -44.2697472"
259,03/01/21,RUA LAFAETE PACHECO  ,PONTA DA TERRA,14:52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
260,03/01/21,RUA LUIZ CAMPO TEIXEIRA 509,PONTA VERDE,14:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
261,03/01/21,AV. AMÉLIA ROSA. 897,TRAPICHE DA BARRA,15:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6512774, -35.7162934"
262,03/01/21,QD. 6.  189,VERGEL DO LAGO,15:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.70032475, -49.414101472136664"
263,03/01/21,RUA PRETESTATO FERREIRA MACHADO 1343,JATIÚCA,16:21,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6503087, -35.7100936"
264,03/01/21,QUADRA D ,VERGEL DO LAGO,16:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.031342199999997, -47.87839660066098"
265,03/01/21,RUA DR. ROCHA CAVALCANTE PX AO Nº 625,VERGEL DO LAGO,16:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
266,03/01/21,RUA AVENIDA SENADOR RUI PALMEIRA ,TRAPICHE DA BARRA,16:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.0189395, -35.2250513"
267,03/01/21,NO TERMINAL DA VELEIRO ,TRAPICHE DA BARRA,16:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
268,03/01/21,RUA JOSÉ CAVALCANTE  34,VERGEL DO LAGO,17:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7782573, -38.5756188"
269,03/01/21,AV. DIAS CABRAL.  ,CENTRO,17:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.9583322, -45.5407092"
270,03/01/21,AV. SENADOR RUI PALMEIRA ,TRAPICHE DA BARRA,17:38,USUÁRIO DE ENTORPECENTE,"-9.6660651, -35.764293"
271,03/01/21,RUA DIAS CABRAL ,CENTRO,17:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6670841, -35.7419271"
272,03/01/21,RUA. XAVIER DE BRITO  ,PRADO,17:47,TRÁFICO ,"-8.0225746, -34.8889301"
273,03/01/21,RUA DONA ROSA DA FONSECA  ,PRADO,17:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.0289702, -34.9141375"
274,03/01/21,NA PRINCIPAL ,CENTRO,18:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"20.9139843, -100.7435103"
275,03/01/21,RUA LA VENERY MACHADO S/N,TRAPICHE DA BARRA,18:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
276,03/01/21,RUA SANTA MARGARIDA  ,PONTA GROSSA,18:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"39.7519318, -7.9212345"
277,03/01/21,RUA JOSE AILTON ,CIDADE UNIVERSITÁRIA,19:03,ROUBO,"-23.4841288, -46.4575151"
278,03/01/21,RUA SANTA MARGARIDA ,PONTA GROSSA,19:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"39.7519318, -7.9212345"
279,03/01/21,RUA LAFAIETE PACHECO ,PONTA DA TERRA,19:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6623397, -35.7157688"
280,03/01/21,RUA JOSÉ CAVALCANTE ,VERGEL DO LAGO,19:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-6.6800448, -36.6550489"
281,03/01/21,NA PRINCIPAL ,VERGEL DO LAGO,19:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"20.9139843, -100.7435103"
282,03/01/21,RUA CABO REIS 495,PONTA GROSSA,19:42,PERTURBAÇÃO DA TRANQUILIDADE,"-3.7093013, -38.5743665"
283,03/01/21,TRAV. DA PALMA  17,VERGEL DO LAGO,19:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.8162498, -38.4930882"
284,03/01/21,RUA. DOS PESCADORES  ,VERGEL DO LAGO,20:14,TRÁFICO ,"39.2284199, -9.3259872"
285,03/01/21,RUA FIRMINO VASCONCELOS ,PAJUÇARA,20:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6647487, -35.7134688"
286,03/01/21,QUADRA 15 ,VERGEL DO LAGO,20:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.9130681, -47.76137744368002"
287,03/01/21,RUA JOSÉ CAVALCANTE 123,VERGEL DO LAGO,20:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-7.8756768, -34.9122045"
288,03/01/21,RUA. CAMILA SILVA SABINO ,TRAPICHE DA BARRA,20:38,HOMICÍDIO,
289,03/01/21,TRAV.JOSE CALVACANTE ,VERGEL DO LAGO,20:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
290,03/01/21,RUA JOSÉ CAVALCANTE S/N,VERGEL DO LAGO,20:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-0.6448958, -47.3393438"
291,03/01/21,QUADRA 2 ,VERGEL DO LAGO,20:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02187225, -47.874711691449306"
292,03/01/21,RUA DJALMA COSTA ,VERGEL DO LAGO,21:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.8623219, -43.5335559"
293,03/01/21,RUA. DJALMA COSTA  ,VERGEL DO LAGO,21:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.8623219, -43.5335559"
294,03/01/21,PRAÇA DAS GRAÇAS ,LEVADA,21:22,USUÁRIO DE ENTORPECENTE,"-23.44394465, -51.874554392113566"
295,03/01/21,RUA DO CEARÁ ,PRADO,21:27,ROUBO,"-9.6634095, -35.7474051"
296,03/01/21,TRAV. MONTE CASTELO ,VERGEL DO LAGO,21:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"41.1419678, -8.611547303319975"
297,03/01/21,RUA PROFESSOR LUIZ CARLOS DE SOUZA NETO ,PONTA GROSSA,22:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6655754, -35.7543558"
298,03/01/21,RUA 11 DE JUNHO 299,PONTA GROSSA,22:10,AMEAÇA,"-29.6766211, -51.1344758"
299,03/01/21,QUADRA 3 ,VERGEL DO LAGO,22:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02054115, -47.87367517812933"
300,03/01/21,RUA CABO REIS ,PONTA GROSSA,22:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
301,03/01/21,RUA JOSÉ CAVALCANTE S/N,VERGEL DO LAGO,22:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-0.6448958, -47.3393438"
302,03/01/21,QUADRA 3 ,VERGEL DO LAGO,22:21,USUÁRIO DE ENTORPECENTE,"-22.02054115, -47.87367517812933"
303,03/01/21,RUA TAMANDARÉ 249,PRADO,22:36,ROUBO,"-23.56156111046945, -46.632844550248905"
304,03/01/21,RUA. 11 DE JUNHO  99,PONTA GROSSA,22:36,AMEAÇA,"-29.6766211, -51.1344758"
305,03/01/21,RUA CABO REIS 349,TRAPICHE DA BARRA,22:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
306,03/01/21,RUA FRANCO JATOBA ,PRADO,22:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6672589, -35.752821"
307,03/01/21,RUA EDGAR DE GOES MONTEIRO 884,PRADO,22:47,FURTO,"-9.5652739, -35.7838626"
308,03/01/21,RUA SÃO LUIZ ,PONTA GROSSA,22:48,TRÁFICO ,"-24.0400481, -52.6111709"
309,03/01/21,QUADRA 1 ,VERGEL DO LAGO,22:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02043105, -47.87446885764125"
310,03/01/21,RUA BOA SORTE PROX 401,PONTA GROSSA,23:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
311,03/01/21,RUA. BOA SORTE ,PONTA GROSSA,23:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.2213365, -41.870009"
312,03/01/21,RUA CABO REIS 349,TRAPICHE DA BARRA,23:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
313,03/01/21,RUA BOA SORTE ,PONTA GROSSA,23:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.2213365, -41.870009"
314,03/01/21,AV. C  ,VERGEL DO LAGO,23:28,USUÁRIO DE ENTORPECENTE,"40.7307609, -73.9740854"
315,03/01/21,RUA JOSÉ CAVALCANTE ,VERGEL DO LAGO,23:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-6.6800448, -36.6550489"
316,03/01/21,RUA BOA VONTADE ,LEVADA,23:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.9286229, -53.4395079"
317,03/01/21,RUA. BALTAZAR DE MENDONÇA  312,PONTA GROSSA,23:34,AMEAÇA,
318,03/01/21,RUA. DJALMA COSTA ,VERGEL DO LAGO,23:38,PERTURBAÇÃO DA TRANQUILIDADE,"-22.8623219, -43.5335559"
319,03/01/21,RUA. BOA SORTE ,PONTA GROSSA,23:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.2213365, -41.870009"
320,03/01/21,RUA 10 JUNHO ,POÇO,23:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.0016346, -67.8408381"
321,03/01/21,RUA BOA SORTE ,PONTA GROSSA,23:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-11.2213365, -41.870009"
322,03/01/21,AVENIDA CELESTE BIZERRA S/N,LEVADA,23:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
323,03/01/21,RUA CABO REIS ,PONTA GROSSA,23:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
324,04/01/21,RUA 11 DE JUNHO 299,PONTA GROSSA,0:09,AMEAÇA,"-29.6766211, -51.1344758"
325,04/01/21,CONJUNTO JOAQUIM LEÃO QUADRA 2 197 c,VERGEL DO LAGO,0:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
326,04/01/21,RUA BOA VONTADE ,LEVADA,0:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.9286229, -53.4395079"
327,04/01/21,RUA 10 JUNHO ,POÇO,0:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-10.0016346, -67.8408381"
328,04/01/21,AVENIDA ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,0:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.6869685, -49.2715786"
329,04/01/21,RUA DA PALMA ,VERGEL DO LAGO,0:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.0636187, -34.8802262"
330,04/01/21,RUA DA PALMA ,VERGEL DO LAGO,0:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.0636187, -34.8802262"
331,04/01/21,RUA DOUTOR SADI CARVALHO 15,JATIÚCA,0:52,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6517644, -35.707899"
332,04/01/21,RUA 24 DE OUTUBRO ,VERGEL DO LAGO,0:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.5929711, -56.1036754"
333,04/01/21,RUA DA PALMA ,VERGEL DO LAGO,0:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.0636187, -34.8802262"
334,04/01/21,RUA BELA VISTA ,LEVADA,1:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.23590985, -34.98593376058024"
335,04/01/21,RUA DA PAZ ,TRAPICHE DA BARRA,2:41,USUÁRIO DE ENTORPECENTE,"39.7314646, -8.5931215"
336,04/01/21,AVENIDA CELESTE BIZERRA S/N ,LEVADA,3:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
337,04/01/21,XXX ,POÇO,5:12,FURTO QUALIFICADO,"-12.6770958, 15.0119606"
338,04/01/21,RUA ENGENHEI PAULO BRANDÃO NOGUEIRA ,JATIÚCA,5:36,PORTE DE ARMA,
339,04/01/21,RUA 21 DE ABRIL 305,PRADO,5:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.544662848684208, -46.611758865789476"
340,04/01/21,RUA DA SMILE EM UMA RESIDÊNCIA,POÇO,6:15,FURTO,
341,04/01/21,AV. PRINCIPAL DE MANGABEIRAS ,MANGABEIRAS,8:04,ROUBO,"-19.7286949, -45.2541401"
342,04/01/21,QD 01  ,VERGEL DO LAGO,8:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.64235485, -49.33133509120498"
343,04/01/21,RUA DESEMBARGADOR ALFREDO GASPAR DE MENDONÇA ,JATIÚCA,9:10,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6489981, -35.7044125"
